"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3488","Validate the Change Value functionality - Crew","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","7042","WorkForce-Company - Should verify downloaded Company CSV content matches UI Company list","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Download CSV","",""
"","3454","WorkForce-Company - Validate adding and updating column settings","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - column","",""
"","2956","WorkForce-Company - Verify remove company from Favorite","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Favourite Page","",""
"","1481","Verify the Save button is disabled unless the inputs are selected from the drop-down of Cost Code, Crew, Job Title.","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","918","marks uppercase rule as unmet when password has no uppercase letter","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","2864","WorkForce-Company - Verify company details card is displayed correctly on clicking overflow menu","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - General Details","",""
"","2013","Should show warning when adding existing worker","","2026-05-11","passed","2026-05-11","","Worker Module - Add Worker Tests","",""
"","5301","Displays yellow row and red warning icon for documents expiring within 7 days","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","37204","Should show - while the project code is invalid","","2026-05-11","failed","2026-05-11","","Worker Module - File Upload and Download","",""
"","6156","WorkForce-Company - Validating the search functionality - run twice (using TaskTrade API)","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Search","",""
"","6344","Insights-Company - Verify clicking on 'x' available on the search bar to clear off the text and search applied","","2026-05-11","passed","2026-05-11","","Insight Company - Search ","",""
"","3677","Insight-Worker - save button should be enabled when there is a change","","2026-05-11","passed","2026-05-11","","Insight-worker Module - column","",""
"","34933","WorkForce-Company - Should merge 3 companies with workers and validate all workers are present","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - overflow menu","",""
"","3630","should generate printable badge without API call","","2026-05-11","passed","2026-05-11","","Worker Module - Access Control Page Tests","",""
"","2707","WorkForce-Company - Displays checked columns in table preserving drawer order","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - column","",""
"","1234","Should display message when uploading a CSV with no worker data","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","3221","Insights-Company - Validate document records with strict API matching","","2026-05-11","passed","2026-05-11","","Insights Company - Company Profile View","",""
"","318","Verify the table header filter icon (funnel icon) is visible","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","1189","Verify LAST page disables Next button","","2026-05-11","passed","2026-05-11","","Worker Module - Pagination","",""
"","31702","Verify Filter of the different column for Job (Title)","","2026-05-11","failed","2026-05-11","","Worker Module - Filter","",""
"","5894","Insights-Worker - Validate the Job Title Filter (UI only + update if empty)","","2026-05-11","passed","2026-05-11","","Insight Worker - Filter Functionality","",""
"","4622","Deleting a licence","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","3210","WorkForce-Company - Should cancel deletion when Cancel is clicked","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - overflow menu","",""
"","9874","Insights-Company - Verify the downloaded quick report is in CSV format","","2026-05-11","passed","2026-05-11","","Insights Company Module - Download","",""
"","973","toggles password visibility when the show/hide icon is clicked","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","4229","WorkForce-Company - Searching by safety manager name","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Search","",""
"","4316","Verify the availability of Emergency Contact fields on Column settings page","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","2542","Insights-workers - Verify FIRST page disables previous button","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Pagination","",""
"","8469","Verifies the Safety Alert filter works correctly for all rows","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","2959","Insights-Company - Actual Work-Days filter should return correct results based on range selection","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","2871","Insights-Company - download for Current Week","","2026-05-11","passed","2026-05-11","","Insights Company Module - Download","",""
"","2358","Insight-Company - Modify and Save Existing Alert Template Successfully","","2026-05-11","passed","2026-05-11","","Insight-Company Module - Send Alert Functionality","",""
"","4359","WorkForce-Company - Update the company data and verify the changes persist","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - General Details","",""
"","10524","Insight-Company - Send General Communication and Verify Remaining Alerts & Twilio SMS","","2026-05-11","passed","2026-05-11","","Insight-Company Module - Send Alert Functionality","",""
"","5336","Insight-Company - Validate drag and drop column syncs with table headers","","2026-05-11","passed","2026-05-11","","Insight-Company Module - column","",""
"","45855","Insights-Company - Verify Certificate Type Filter using document name from row","","2026-05-11","failed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","4678","WorkForce-Company - Search Compatibility with Filter Feature (Apply Search after Filter)","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Search","",""
"","1223","Insights-Company - Clicking outside closes calendar","","2026-05-11","passed","2026-05-11","","Insights-Company Module - Calendar & Download Validation","",""
"","3619","WorkForce-Company - Modifying and Saving an Existing Alert Template","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module- Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","1561","WorkForce-Company - Validate the Back button functionality while clicking picture","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Add Company","",""
"","0","Insights-Worker - Filter by Trade Classification and validate inclusivity & exclusivity via API","","2026-05-11","skipped","2026-05-11","","Insight Worker - Filter Functionality","",""
"","40860","Send onboarding invite and verify email delivery and content","","2026-05-11","passed","2026-05-11","","Worker Onboarding Email Validation","",""
"","4394","WorkForce-Company - Validate the UI of the company document form","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","10957","Verifies the Crew filter works correctly for all rows","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","4721","WorkForce-Company - Verify adding company with all fields filled","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Add Company","",""
"","9545","WorkForce-Company - Sending a General Communication Message and verifying Remaining Alerts & Twilio SMS","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module- Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","32011","Insights-Company - Verify that the latest company added to favorites is displayed at the top of the favorites list.","","2026-05-11","failed","2026-05-11","","Insights Company - Favourite Page","",""
"","17188","WorkForce-Company - Add a worker and verify total workers count increases","","2026-05-11","passed","2026-05-11","","Companies Module - Worker Stepper","",""
"","2567","WorkForce-Company - Verify that clicking in “clear” clears the input boxes","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - column","",""
"","2408","Verify that the 1st field (No. of Period) of 'Expires In' should not accept the decimal number.","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","4315","Verify remove worker page from Favorite","","2026-05-11","passed","2026-05-11","","Worker Module - Favorites","",""
"","1386","Insight-Worker - reset the column setting","","2026-05-11","passed","2026-05-11","","Insight-worker Module - column","",""
"","6859","Verify Disable Worker Functionality for multiple user","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","3690","Insights-Company - Verify Avg Daily Workers tooltip on hover","","2026-05-11","passed","2026-05-11","","Insights Company - Workforce Dashboard Cards","",""
"","4222","Insights-Company - Validate companies onsite today count matches API","","2026-05-11","passed","2026-05-11","","Insights Company - Insights Company Info-card","",""
"","5283","WorkForce-Company - Verify filtering by Address","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","2672","Validating search functionality based on Last Seen Location in use","","2026-05-11","passed","2026-05-11","","Worker Module - Search","",""
"","6737","Verify Column settings reset functionality","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","14314","should send invite and navigate to sign up page","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","5890","WorkForce-Company - Verify filtering by Primary Trade selection","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","9940","WorkForce-Company - shows error message when invalid phone number is entered while adding a company","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Add Company","",""
"","1534","WorkForce-Company - Validate submitting the Add Company form while leaving all field empty","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Add Company","",""
"","828","marks 8 character rule as unmet when password is shorter than 8 characters","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","2238","X clicking should collapse the Field Settings drawer","","2026-05-11","passed","2026-05-11","","Worker Module - Field Settings","",""
"","1777","WorkForce-Company - Verify that the latest company added to favorites is displayed at the top of the favorites list.","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Favourite Page","",""
"","4193","should allow assigning a random device and persist the value","","2026-05-11","passed","2026-05-11","","Worker Module - Access Control Page Tests","",""
"","3483","Insight-Company - save button should be enabled when their is chnage","","2026-05-11","passed","2026-05-11","","Insight-Company Module - column","",""
"","4870","Insights-Worker - Verify the search is cleared once the whole text from the search bar is cleared","","2026-05-11","passed","2026-05-11","","Insight Worker - Search ","",""
"","19379","WorkForce-Company - Add a flagged worker and verify total flagged count increases","","2026-05-11","passed","2026-05-11","","Companies Module - Worker Stepper","",""
"","0","Insights-Worker - Verify Email Filter","","2026-05-11","skipped","2026-05-11","","Insight Worker - Filter Functionality","",""
"","2487","WorkForce-Company - Verify Next and previous button navigates to respective page","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Pagination","",""
"","7568","Send Onboarding Invite - No Worker Selected","","2026-05-11","passed","2026-05-11","","Worker Onboarding Email Validation","",""
"","1328","Verify pagination breaks into pages if 100+ workers exist","","2026-05-11","passed","2026-05-11","","Worker Module - Pagination","",""
"","3743","Verifies the Sex filter works correctly","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","2386","WorkForce-Company - Clicking Cancel button closes the Details Drawer page","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - General Details","",""
"","1878","Insights-Company - Workers On-site filter - only min set should return results greater than or equal to min","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","32842","Download uploaded document - validate downloaded file name","","2026-05-11","failed","2026-05-11","","Worker Module - Documents Page","",""
"","3754","WorkForce-Company - Deleting a company certificate","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","4473","Verify filter Interaction with Search Bar Filter","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","3242","Verify combined filters (Name + Company + Job Title + Site Status)","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","4403","Validate the Save button is disabled initially in Column settings","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","7378","Insight-Worker Validate that the downloaded file is in .csv format","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","1","Sending Alert to Onsite Worker and Verifying Inbound SMS via Twilio","","2026-05-11","skipped","2026-05-11","","Worker Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","1999","should verify all UI elements and labels in the Personal Details drawer","","2026-05-11","passed","2026-05-11","","Worker Module - Personal Details Page","",""
"","0","Insights-Worker - Verify Worker ID Filter","","2026-05-11","skipped","2026-05-11","","Insight Worker - Filter Functionality","",""
"","1689","WorkForce-Company - Verify the X cancels the page","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - File Upload","",""
"","3706","Insights-Worker - Verify Avg Daily Overtime Hours tooltip on hover","","2026-05-11","passed","2026-05-11","","Insight-Worker Metrics Summary Info Card","",""
"","1338","Insights-Workers - Clicking outside closes calendar","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Calendar Validation","",""
"","2111","Insights-Worker - Verify Worker Name Filter","","2026-05-11","passed","2026-05-11","","Insight Worker - Filter Functionality","",""
"","12830","Verify Worker Row Status Colors for all rows except first","","2026-05-11","passed","2026-05-11","","Insights Worker - Worker Profile View","",""
"","8722","Insights-Company - Verify selecting a company checkbox only downloads that company data in the report","","2026-05-11","passed","2026-05-11","","Insights Company Module - Download","",""
"","3958","Insight-Worker should include only selected fields in downloaded CSV","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","11153","Send Onboarding Invite - Maximum Workers","","2026-05-11","passed","2026-05-11","","Worker Onboarding Email Validation","",""
"","1857","Verify adding worker page as favourite","","2026-05-11","passed","2026-05-11","","Worker Module - Favorites","",""
"","4156","WorkForce-Company - Should add a worker by uploading a valid xls file and validate in the table","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - File Upload","",""
"","4519","WorkForce-Company - Sending Alert to company with Missing Contact Information","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module- Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","6317","WorkForce-Company - Displays red warning icon for company documents expired or expiring today","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","4960","WorkForce-Company - Verify filtering by Certificates selection","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","2542","Verify Red Warning Indicator Appears in Safety Audit Section When Alerts Exist","","2026-05-11","passed","2026-05-11","","Worker Module - Safety Audit","",""
"","5073","Verify clicking Clear resets all input fields in Add New Column","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","0","Insights-Worker - Filter by Union and validate inclusivity & exclusivity via API","","2026-05-11","skipped","2026-05-11","","Insight Worker - Filter Functionality","",""
"","731","Verify Next and previous button navigates to respective page","","2026-05-11","passed","2026-05-11","","Worker Module - Pagination","",""
"","14633","should display all main UI elements correctly","","2026-05-11","passed","2026-05-11","","Worker Module - Access Control Page Tests","",""
"","2377","Insights-Worker - Validating the search functionality for the search with no results","","2026-05-11","passed","2026-05-11","","Insight Worker - Search ","",""
"","4489","Verify clicking Back navigates back to Column Settings page","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","5503","WorkForce-Company - Verify filtering by Zip Code","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","1670","Verify Favorite Status Persistence","","2026-05-11","passed","2026-05-11","","Worker Module - Favorites","",""
"","33982","Insights-Company - Validate the Job Title Filter (UI only + update if empty)","","2026-05-11","failed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","31815","Verify the UI of the Job Details drawer","","2026-05-11","failed","2026-05-11","","Worker Module - Personal Details Page","",""
"","1934","WorkForce-Company - Verify pagination breaks into pages if 100+ companies exist","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Pagination","",""
"","2172","Insight-Worker Validate Average Daily Overtime Hour","","2026-05-11","passed","2026-05-11","","Insight-Worker Metrics Summary Info Card","",""
"","5768","Insight-Company - Switching to list layout should hide stat cards and switching back should show them","","2026-05-11","passed","2026-05-11","","Insights Companies Module - Selection Functionality","",""
"","5234","Should display green tag when a valid profile image is uploaded","","2026-05-11","passed","2026-05-11","","Worker Module e2e - Access Control Page Tests","",""
"","2252","Should show error when uploading non-CSV or non-Excel file","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","6321","WorkForce-Company - Verify filtering by Phone Number","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","33081","Insights-Company - Verify Favorite Status Persistence","","2026-05-11","failed","2026-05-11","","Insights Company - Favourite Page","",""
"","32589"," Insights-Company - Insight Compay Verify remove company from Favorite","","2026-05-11","failed","2026-05-11","","Insights Company - Favourite Page","",""
"","2412","Insight-Worker - save button should be disabled when there is no change","","2026-05-11","passed","2026-05-11","","Insight-worker Module - column","",""
"","4415","WorkForce-Company - Should not save company document when modal is closed without submitting","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","3195","WorkForce-Company - Cancelling the Alert Sending Process","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module- Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","1317","Insight-Company - Verify horizontal scroll availability based on number of table columns","","2026-05-11","failed","2026-05-11","","Insight-Company Module - column","",""
"","9872","Insight-Worker should include default + randomly checked fields in downloaded CSV","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","4139","WorkForce-Company - Validate table values match General Details card","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - General Details","",""
"","39173","WorkForce-Company - Should merge companies with no workers successfully","","2026-05-11","failed","2026-05-11","","WorkForce Companies Module - overflow menu","",""
"","1083","Insight-Company - clicking outside the drawer should close the column setting drawer","","2026-05-11","passed","2026-05-11","","Insight-Company Module - column","",""
"","2226","WorkForce-Company Should show warning when adding existing Company","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Add Company","",""
"","1524","Should show validation error for missing First Name","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","3925","Verifies the Race filter works correctly for all rows","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","4297","Insight-Company - Clicking Last Update button should refresh table and return 200","","2026-05-11","passed","2026-05-11","","Insights Companies Module - Selection Functionality","",""
"","922","should allow editing and saving of all editable Job Details fields","","2026-05-11","failed","2026-05-11","","Worker Module - Personal Details Page","",""
"","2434","should show error toast when enabling Motion Mode without a device","","2026-05-11","passed","2026-05-11","","Worker Module - Access Control Page Tests","",""
"","1317","Verify all selected options are visible on hover over pills","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","5798","WorkForce-Company - Verify filtering by Safety Manager selection","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","1682","WorkForce-Company - should display correct total worker count when selecting all workers from action menu","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Selection Functionality","",""
"","3","Insights-Worker - Verify if the bookmarked worker falls on the list of searches performed then the bookmarked worker should always appear on the top.","","2026-05-11","skipped","2026-05-11","","Insight Worker - Search ","",""
"","4456","WorkForce-Company - Verify filtering with multiple filters applied simultaneously","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","3172","returns 400 when password exceeds 100 characters","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","5763","Insight-Worker clicking out side of the download modal should close the modal","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","3685","Should add worker with profile picture","","2026-05-11","passed","2026-05-11","","Worker Module - Add Worker Tests","",""
"","11116","Verify that expired or expiring document's expiry date is update to future date and updating it should display grey color row in the document list","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","5220","Should show red device tag when the device is not assigned to the worker","","2026-05-11","passed","2026-05-11","","Worker Module e2e - Access Control Page Tests","",""
"","1729","should show toast message for invalid email input","","2026-05-11","passed","2026-05-11","","Worker Module - Personal Details Page","",""
"","3251","Verifies that all fields can be turned off and saved successfully","","2026-05-11","passed","2026-05-11","","Worker Module - Field Settings","",""
"","2465","WorkForce-Company - should display correct total worker count when selecting all workers via header checkbox","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Selection Functionality","",""
"","4057","WorkForce-Company - Deleting a company licence","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","3161","Insights-Company - Validate worker dashboard counts against API response","","2026-05-11","passed","2026-05-11","","Insights Company - Company Profile View","",""
"","1494","Insights-Workers - Verify adding worker as favourite","","2026-05-11","passed","2026-05-11","","Insights Workers - Favourite Page","",""
"","7111","WorkForce-Company - Should verify downloaded CSV contains only the selected Company","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Download CSV","",""
"","4987","Insights-Worker - Verify search by company name supports Case Insensitivity (Uppercase, Lowercase, Mixed Case)","","2026-05-11","passed","2026-05-11","","Insight Worker - Search ","",""
"","3434","Validating search functionality with company in use","","2026-05-11","passed","2026-05-11","","Worker Module - Search","",""
"","3054","Insights-Company - download for Today","","2026-05-11","passed","2026-05-11","","Insights Company Module - Download","",""
"","2127","Verify that clicking on the 'X' on the 'Expires In' 2nd Field should remove the selected period.","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","7293","Turning on all the columns and testing","","2026-05-11","passed","2026-05-11","","Worker Module - Search","",""
"","4344","WorkForce-Company - Should search and prioritize Company name with 3 or more keywords","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Search","",""
"","4254","should delete a safety alert and verify it is no longer visible in the same list","","2026-05-11","passed","2026-05-11","","Worker Module - Safety Audit","",""
"","1126","Insight-Company - clicking on the x icon should close the column setting drawer","","2026-05-11","passed","2026-05-11","","Insight-Company Module - column","",""
"","3211","Verifies the Device filter works correctly","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","4418","WorkForce-Company - Should not allow adding company document which expiry date is older than issued date","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","3431","Verify the deletion functionality for the selected user.","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","5127","Validate Add Column UI shows disabled Clear and Add buttons initially","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","31466","Insights-Workers - Verify that the latest worker added to favorites is displayed at the top of the favorites list.","","2026-05-11","failed","2026-05-11","","Insights Workers - Favourite Page","",""
"","3408","Insight-Company - Clicking On-site Hours button should open dropdown with multiple options","","2026-05-11","passed","2026-05-11","","Insights Companies Module - Selection Functionality","",""
"","5657","Insight-Worker - Switching to list layout should hide stat cards and switching back should show them","","2026-05-11","passed","2026-05-11","","Insights Workers Module - View Controls","",""
"","1011","marks uppercase, lowercase, and number rules as unmet when password contains only spaces","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","2611","Insights-Company - Verify Company Name Filter","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","790","Insights-Companies - Verify LAST page disables Next button","","2026-05-11","passed","2026-05-11","","Insights-Companies Module - Pagination","",""
"","10885","Uploading device with worker so that it gets assigned","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","3763","WorkForce-Company - Sending an Alert Message with Special Characters","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module- Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","1826","Insights-Workers - Switching filters updates selection","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Calendar Validation","",""
"","3562","Insights-Company - Search triggers API only when at least 3 letters are entered","","2026-05-11","passed","2026-05-11","","Insight Company - Search ","",""
"","5170","Insights-Worker - dynamically search, validate, and select options","","2026-05-11","passed","2026-05-11","","Insight Worker - Filter Functionality","",""
"","1762","WorkForce-Company - Verify LAST page disables Next button","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Pagination","",""
"","1776","Insights-Company - Verify Crew Filter","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","2219","Validate removing filter one after another","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","6364","Verify total workers count matches workers list data Workers With Safety Alerts","","2026-05-11","passed","2026-05-11","","Companies Module - Worker Stepper","",""
"","4042","Insights-Worker - Verify Avg check-in time tooltip on hover","","2026-05-11","passed","2026-05-11","","Insight-Worker Metrics Summary Info Card","",""
"","1884","Insights-Workers - Calendar options visible","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Calendar Validation","",""
"","1243","shows first name required error when only first name is missing","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","3940","Insights-Worker - Verify Ethnicity Filter","","2026-05-11","passed","2026-05-11","","Insight Worker - Filter Functionality","",""
"","2725","Insights-Workers - Verify pagination breaks into pages if 100+ workers exist","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Pagination","",""
"","32288","Insights-Company - Verify Insights Company Page Accessibility from Favorites","","2026-05-11","failed","2026-05-11","","Insights Company - Favourite Page","",""
"","1674","Uploading device with already exist ids","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","11330","Should display red tag when an invalid picture is uploaded","","2026-05-11","passed","2026-05-11","","Worker Module e2e - Access Control Page Tests","",""
"","3633","Insights-Company - Verify Workforce Consistency tooltip on hover","","2026-05-11","passed","2026-05-11","","Insights Company - Workforce Dashboard Cards","",""
"","5787","WorkForce-Company - Verify filtering by Project Manager selection","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","2232","WorkForce-Company - Verify adding company as favourite","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Favourite Page","",""
"","1928","WorkForce-Company - Verify mandatory fields only and others are null","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Add Company","",""
"","4057","Insights-Company - Switching filters updates selection","","2026-05-11","passed","2026-05-11","","Insights-Company Module - Calendar & Download Validation","",""
"","1297","Insights-Company - Current Week selection highlights correct dates","","2026-05-11","passed","2026-05-11","","Insights-Company Module - Calendar & Download Validation","",""
"","1186","should display correct count when a single worker is selected","","2026-05-11","passed","2026-05-11","","Workforce Worker Module - Selection Functionality","",""
"","5830","Validates maximum number of letters allowed in General Communication message","","2026-05-11","passed","2026-05-11","","Worker Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","3929","Insight-Worker should include only default selected fields in downloaded CSV","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","6560","WorkForce-Company - Duplicate company upload validation","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - File Upload","",""
"","3698","Insights-Company - average daily worker line in the graph should be displayed with the correct value","","2026-05-11","passed","2026-05-11","","Insights Company - Workforce Dashboard Cards","",""
"","6586","should allow editing and saving all editable fields in the Personal Details section","","2026-05-11","passed","2026-05-11","","Worker Module - Personal Details Page","",""
"","5713","Should verify downloaded CSV contains only the selected worker","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","5929","Insights-Company - Verify Companies On-site today card","","2026-05-11","passed","2026-05-11","","Insights Company - Workforce Dashboard Cards","",""
"","1265","Insight-Worker - clicking outside the drawer should close the column setting drawer","","2026-05-11","passed","2026-05-11","","Insight-worker Module - column","",""
"","30535","Validates Boolean filter results based on checkbox state","","2026-05-11","failed","2026-05-11","","Worker Module - Filter","",""
"","1","Insights-Worker - Verify Last Seen Time Filter","","2026-05-11","skipped","2026-05-11","","Insight Worker - Filter Functionality","",""
"","0","Insights-Worker - Filter by Sex and validate inclusivity & exclusivity via API","","2026-05-11","skipped","2026-05-11","","Insight Worker - Filter Functionality","",""
"","2017","should display correct total worker count when selecting all workers via header checkbox","","2026-05-11","passed","2026-05-11","","Workforce Worker Module - Selection Functionality","",""
"","1382","Insights-Company - Validate time spent in active zones matches API percentage","","2026-05-11","passed","2026-05-11","","Insights Company - Insights Company Info-card","",""
"","9992","should update an existing certificate","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","3674","Verify the UI of the document","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","2056","WorkForce-Company - Verify horizontal scroll availability based on number of table columns","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - column","",""
"","1614","Should download the worker CSV template successfully","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","3727","Insights-Worker - Search triggers API only when at least 3 letters are entered","","2026-05-11","passed","2026-05-11","","Insight Worker - Search ","",""
"","9772","Should add worker with all fields filled","","2026-05-11","passed","2026-05-11","","Worker Module - Add Worker Tests","",""
"","16085","Insights-Company - Validate company selection and alert counts against API","","2026-05-11","passed","2026-05-11","","Insights Company - Insights Company Info-card","",""
"","1997","Insights-Worker - Verify Company Name Filter","","2026-05-11","passed","2026-05-11","","Insight Worker - Filter Functionality","",""
"","6037","Insight-Worker Validate the ui of the download modal","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","2004","Insights-Companies - Verify pagination is visible and default page is focused","","2026-05-11","passed","2026-05-11","","Insights-Companies Module - Pagination","",""
"","3370","Verifies the Company filter works correctly","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","743","Verify Worker Page Accessibility from Favorites","","2026-05-11","passed","2026-05-11","","Worker Module - Favorites","",""
